source,video_index,file_path,half,clock,time_seconds,label,team,confidence,details
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,07:26,446.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,07:28,448.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,07:30,450.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,07:34,454.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,07:38,458.0,Foul,away,0.9,Player from away team fouls opponent
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,07:40,460.0,Other,away,0.9,player moves
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,07:42,462.0,Foul,away,0.9,Player 25 fouls player 21
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,07:44,464.0,Shot off target,away,0.9,Player in blue takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,07:46,466.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,07:50,470.0,Foul,away,0.9,Player 21 from away is fouled by player 4 from home
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,07:54,474.0,Foul,away,0.9,Player from away team fouls the player in maroon jersey
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,07:58,478.0,Foul,home,0.94,Player from away team pushes player from home team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:00,480.0,Foul,away,0.8,Player from away team pushes player from home team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:02,482.0,Ball out of play,home,0.94,Ball goes out of play
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:04,484.0,Free-kick,home,0.9,Player from home team takes a free-kick
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:06,486.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:10,490.0,Shot off target,away,0.8,Player from away team takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:12,492.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:16,496.0,Shot off target,home,0.9,Player takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:18,498.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:20,500.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:24,504.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:28,508.0,Shot off target,home,0.9,Player from home team takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:30,510.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:34,514.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:38,518.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:42,522.0,Foul,away,0.8,Diego Costa pushes player
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:44,524.0,Foul,home,0.8,Player from away team pushes player from home team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:46,526.0,Foul,away,0.8,Player X pushes player Y
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:48,528.0,Kick-off,home,,
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:52,532.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:54,534.0,Goal,away,0.89,Player scores
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:56,536.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,08:58,538.0,Goal,away,0.9,Trippier scores
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:00,540.0,Other,away,0.9,Player runs towards the ball
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:04,544.0,Foul,away,0.9,Player from away team is fouled
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:06,546.0,Other,away,0.94,Player from away team is running
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:08,548.0,Other,home,0.94,Player runs
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:10,550.0,Foul,away,0.9,Player from away team is fouled
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:12,552.0,Other,away,0.9,Player walks towards the field
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:14,554.0,Foul,away,0.9,Player from away team is fouled
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:18,558.0,Set Pieces,away,0.9,Corner
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:20,560.0,Goal,away,0.94,Goalkeeper makes a save
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:24,564.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:28,568.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:32,572.0,Foul,away,0.8,man Y touches the ball
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:34,574.0,Other,home,0.9,Man in suit walks away from the camera
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:38,578.0,Foul,away,0.9,man Y raises his hand
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:42,582.0,Foul,away,0.9,Player from away team appears to have committed a foul
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:46,586.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:50,590.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:54,594.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:56,596.0,Free-kick,home,0.9,Player from home team takes a free-kick
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,09:58,598.0,Goal,home,0.9,Player scores a goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:00,600.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:04,604.0,Foul,home,0.9,Player from home team fouls an opponent
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:06,606.0,Foul,away,0.9,Player from away team commits a foul
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:12,612.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:16,616.0,Throw-in,away,0.94,Player throws the ball in
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:20,620.0,Other,away,0.9,Player A adjusts his hair
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:22,622.0,Kick-off,away,,
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:24,624.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:26,626.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:28,628.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:32,632.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:34,634.0,Shot off target,home,0.8,Player 8 takes a shot
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:36,636.0,Foul,away,0.8,Player 21 fouls player 5
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:38,638.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:42,642.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:46,646.0,Foul,away,0.9,Player in white shirt fouls player in blue shirt
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:50,650.0,Foul,home,0.9,Player in blue commits foul
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:52,652.0,Foul,away,0.9,Player in blue commits foul against player in maroon
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:56,656.0,Foul,home,0.94,Player 25 fouls player 19
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,10:58,658.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:00,660.0,Foul,away,0.9,Player 25 from away team is fouled
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:04,664.0,Foul,away,0.94,Player B is fouled by Player A
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:08,668.0,Shot off target,home,0.9,Player takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:12,672.0,Shot off target,home,0.8,Player takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:14,674.0,Shot off target,away,0.9,Player takes a shot from outside the box but misses
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:20,680.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:22,682.0,Shot off target,home,0.9,Player takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:24,684.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:26,686.0,Shot off target,home,0.8,Player takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:28,688.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:32,692.0,Shot off target,away,0.9,Player takes a shot from outside the box
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:36,696.0,Foul,away,0.9,Player from away team fouls an opponent
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:40,700.0,Foul,away,0.9,Player from away team is fouled
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:42,702.0,Other,home,0.9,Coach walks towards the field
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:44,704.0,Foul,home,0.8,man Y fouls man X
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:46,706.0,Goal,away,0.94,Goalkeeper makes a save
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:48,708.0,Shot off target,away,0.9,Goalkeeper watches the ball
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:52,712.0,Foul,away,0.9,Goalkeeper Heaton fouls player
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:54,714.0,Shot off target,away,0.8,Player 21 takes a shot
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,11:58,718.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,12:00,720.0,Shot off target,home,0.9,Player from home team takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,12:04,724.0,Shot off target,away,0.8,Player in blue kicks the ball
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,12:08,728.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,12:12,732.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,12:14,734.0,Shot off target,home,0.9,Player takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,12:18,738.0,Shot off target,away,0.9,Player takes a shot from outside the box but misses
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,12:20,740.0,Shot off target,home,0.8,Player in blue kicks the ball
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,12:24,744.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,12:28,748.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,12:32,752.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,12:34,754.0,Foul,home,0.9,Player from home team fouls the player from away team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,12:36,756.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,12:40,760.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,12:44,764.0,Foul,home,0.9,Player from home team fouls the player from away team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,12:46,766.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,12:48,768.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,12:50,770.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,12:54,774.0,Shot off target,home,0.9,Player takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,12:56,776.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,13:00,780.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,13:02,782.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,0,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_0.json,1,13:04,784.0,Foul,away,0.9,Player from away team fouls the opponent
